ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
zilo-9_shadyslope-1,,zilo,9_shadyslope,анчудокь,анчудокь,а <?> <?> <?> <?> <?> <?> <?>,,lexcauc,,,^а н ч у д о к ь$,default
zilo-10_cliff-1,,zilo,10_cliff,кьури,кьури,<?> <?> <?> р <?>,,lexcauc,,,^к ь у р и$,default
zilo-11_lowland-1,,zilo,11_lowland,авлахъ,авлахъ,а <?> <?> а <?> <?>,,lexcauc,,,^а в л а х ъ$,default
zilo-12_valley-1,,zilo,12_valley,авлахъ,авлахъ,а <?> <?> а <?> <?>,,lexcauc,,,^а в л а х ъ$,default
zilo-13_cave-1,,zilo,13_cave,речӀчӀо,речӀчӀо,р е <?> <?> <?> <?> <?>,,lexcauc,,,^р е ч Ӏ ч Ӏ о$,default
zilo-14_water-1,,zilo,14_water,лъен,лъен,<?> <?> е <?>,,lexcauc,,,^л ъ е н$,default
zilo-15_sea-1,,zilo,15_sea,релъо,релъо,р е <?> <?> <?>,,lexcauc,,,^р е л ъ о$,default
zilo-16_foam-1,,zilo,16_foam,пол,пол,<?> <?> <?>,,lexcauc,,,^п о л$,default
zilo-17_lake-1,,zilo,17_lake,релъо,релъо,р е <?> <?> <?>,,lexcauc,,,^р е л ъ о$,default
zilo-18_river-1,,zilo,18_river,лъенсо,лъенсо,<?> <?> е <?> <?> <?>,,lexcauc,,,^л ъ е н с о$,default
zilo-19_creek-1,,zilo,19_creek,инхи,инхи,<?> <?> <?> <?>,,lexcauc,,,^и н х и$,default
zilo-19_creek-2,,zilo,19_creek,инцилӀи лъен,инцилӀи лъен,<?> <?> <?> <?> <?> <?> <?> + <?> <?> е <?>,,lexcauc,,,^и н ц и л Ӏ и + л ъ е н$,default
zilo-20_spring-1,,zilo,20_spring,инци,инци,<?> <?> <?> <?>,,lexcauc,,,^и н ц и$,default
zilo-21_swamp-1,,zilo,21_swamp,лъуцӀи,лъуцӀи,<?> <?> <?> <?> <?> <?>,,lexcauc,,,^л ъ у ц Ӏ и$,default
zilo-22_forest-1,,zilo,22_forest,решо,решо,р е <?> <?>,,lexcauc,,,^р е ш о$,default
zilo-23_stone-1,,zilo,23_stone,гьи2нцӀо,гьи2нцӀо,<?> <?> <?> <?> <?> <?> <?> <?>,,lexcauc,,,^г ь и 2 н ц Ӏ о$,default
zilo-24_pebble-1,,zilo,24_pebble,чӀичӀом,чӀичӀом,<?> <?> <?> <?> <?> <?> <?>,,lexcauc,,,^ч Ӏ и ч Ӏ о м$,default
zilo-25_gravel-1,,zilo,25_gravel,гъогъу,гъогъу,<?> <?> <?> <?> <?> <?>,,lexcauc,,,^г ъ о г ъ у$,default
zilo-26_sky-1,,zilo,26_sky,решин,решин,р е <?> <?> <?>,,lexcauc,,,^р е ш и н$,default
zilo-27_sun-1,,zilo,27_sun,милъи,милъи,<?> <?> <?> <?> <?>,,lexcauc,,,^м и л ъ и$,default
zilo-28_moon-1,,zilo,28_moon,порцӀи,порцӀи,<?> <?> р <?> <?> <?>,,lexcauc,,,^п о р ц Ӏ и$,default
zilo-29_star-1,,zilo,29_star,цӀцӀа,цӀцӀа,<?> <?> <?> <?> а,,lexcauc,,,^ц Ӏ ц Ӏ а$,default
zilo-30_lightning-1,,zilo,30_lightning,пири,пири,<?> <?> р <?>,,lexcauc,,,^п и р и$,default
zilo-31_thunder-1,,zilo,31_thunder,хухуди,хухуди,<?> <?> <?> <?> <?> <?>,,lexcauc,,,^х у х у д и$,default
zilo-32_rainbow-1,,zilo,32_rainbow,соруди йошиква йичоний,соруди йошиква йичоний,<?> <?> р <?> <?> <?> + <?> <?> <?> <?> <?> <?> а + <?> <?> <?> <?> <?> <?> <?>,,lexcauc,,,^с о р у д и + й о ш и к в а + й и ч о н и й$,default
zilo-33_light-1,,zilo,33_light,канорлъир,канорлъир,<?> а <?> <?> р <?> <?> <?> р,,lexcauc,,,^к а н о р л ъ и р$,default
zilo-34_shadow-1,,zilo,34_shadow,анччу,анччу,а <?> <?> <?>,,lexcauc,,,^а н чч у$,default
zilo-35_dew-1,,zilo,35_dew,шиб,шиб,<?> <?> <?>,,lexcauc,,,^ш и б$,default
zilo-36_wind-1,,zilo,36_wind,мочи,мочи,<?> <?> <?> <?>,,lexcauc,,,^м о ч и$,default
zilo-37_cloud-1,,zilo,37_cloud,гьиро,гьиро,<?> <?> <?> р <?>,,lexcauc,,,^г ь и р о$,default
zilo-38_fog-1,,zilo,38_fog,гьиро,гьиро,<?> <?> <?> р <?>,,lexcauc,,,^г ь и р о$,default
zilo-39_rain-1,,zilo,39_rain,цӀцӀа,цӀцӀа,<?> <?> <?> <?> а,,lexcauc,,,^ц Ӏ ц Ӏ а$,default
zilo-40_snow-1,,zilo,40_snow,анзи,анзи,а <?> <?> <?>,,lexcauc,,,^а н з и$,default
zilo-41_hail-1,,zilo,41_hail,шен,шен,<?> е <?>,,lexcauc,,,^ш е н$,default
zilo-42_rainv-1,,zilo,42_rainv,релӀи,релӀи,р е <?> <?> <?>,,lexcauc,,,^р е л Ӏ и$,default
zilo-43_ice-1,,zilo,43_ice,зар,зар,<?> а р,,lexcauc,,,^з а р$,default
zilo-44_frost-1,,zilo,44_frost,цӀикъул,цӀикъул,<?> <?> <?> <?> <?> <?> <?>,,lexcauc,,,^ц Ӏ и к ъ у л$,default
zilo-45_freeze-1,,zilo,45_freeze,зар хуй,зар хуй,<?> а р + <?> <?> <?>,,lexcauc,,,^з а р + х у й$,default
zilo-46_meltintr-1,,zilo,46_meltintr,руцӀо,руцӀо,р <?> <?> <?> <?>,,lexcauc,,,^р у ц Ӏ о$,default
zilo-47_melttr-1,,zilo,47_melttr,руцӀо,руцӀо,р <?> <?> <?> <?>,,lexcauc,,,^р у ц Ӏ о$,default
zilo-48_fire-1,,zilo,48_fire,цӀа,цӀа,<?> <?> а,,lexcauc,,,^ц Ӏ а$,default
zilo-49_smoke-1,,zilo,49_smoke,кӀвей,кӀвей,<?> <?> <?> е <?>,,lexcauc,,,^к Ӏ в е й$,default
zilo-50_ash-1,,zilo,50_ash,кье,кье,<?> <?> е,,lexcauc,,,^к ь е$,default
zilo-51_burnintr-1,,zilo,51_burnintr,рико,рико,р <?> <?> <?>,,lexcauc,,,^р и к о$,default
zilo-52_burntr-1,,zilo,52_burntr,цӀато,цӀато,<?> <?> а т <?>,,lexcauc,,,^ц Ӏ а т о$,default
zilo-53_startburning-1,,zilo,53_startburning,цӀато,цӀато,<?> <?> а т <?>,,lexcauc,,,^ц Ӏ а т о$,default
zilo-54_ignite-1,,zilo,54_ignite,р=иколъи,р=иколъи,р <?> <?> <?> <?> <?> <?> <?>,,lexcauc,,,^р = и к о л ъ и$,default
zilo-55_becomeextinguished-1,,zilo,55_becomeextinguished,р=ичолъи,р=ичолъи,р <?> <?> <?> <?> <?> <?> <?>,,lexcauc,,,^р = и ч о л ъ и$,default
zilo-56_extinguish-1,,zilo,56_extinguish,р=ичолъи,р=ичолъи,р <?> <?> <?> <?> <?> <?> <?>,,lexcauc,,,^р = и ч о л ъ и$,default
zilo-57_becomecold-1,,zilo,57_becomecold,зар холъи,зар холъи,<?> а р + <?> <?> <?> <?> <?>,,lexcauc,,,^з а р + х о л ъ и$,default
zilo-58_firewood-1,,zilo,58_firewood,лъуди,лъуди,<?> <?> <?> <?> <?>,,lexcauc,,,^л ъ у д и$,default
zilo-59_charcoal-1,,zilo,59_charcoal,гьабу,гьабу,<?> <?> а <?> <?>,,lexcauc,,,^г ь а б у$,default
zilo-60_charcoalpiece-1,,zilo,60_charcoalpiece,гьабу,гьабу,<?> <?> а <?> <?>,,lexcauc,,,^г ь а б у$,default
zilo-61_embers-1,,zilo,61_embers,гьабу,гьабу,<?> <?> а <?> <?>,,lexcauc,,,^г ь а б у$,default
zilo-62_dungfuel-1,,zilo,62_dungfuel,цӀипила,цӀипила,<?> <?> <?> <?> <?> <?> а,,lexcauc,,,^ц Ӏ и п и л а$,default
zilo-63_person-1,,zilo,63_person,гьеква,гьеква,<?> <?> е <?> <?> а,,lexcauc,,,^г ь е к в а$,default
zilo-64_man-1,,zilo,64_man,гьеква,гьеква,<?> <?> е <?> <?> а,,lexcauc,,,^г ь е к в а$,default
zilo-65_woman-1,,zilo,65_woman,йошиква,йошиква,<?> <?> <?> <?> <?> <?> а,,lexcauc,,,^й о ш и к в а$,default
zilo-66_maleanimal-1,,zilo,66_maleanimal,кӀунтӀа,кӀунтӀа,<?> <?> <?> <?> т <?> а,,lexcauc,,,^к Ӏ у н т Ӏ а$,default
zilo-67_femaleanimal-1,,zilo,67_femaleanimal,гьорчӀи,гьорчӀи,<?> <?> <?> р <?> <?> <?>,,lexcauc,,,^г ь о р ч Ӏ и$,default
zilo-68_boy-1,,zilo,68_boy,вошо,вошо,<?> <?> <?> <?>,,lexcauc,,,^в о ш о$,default
zilo-68_boy-2,,zilo,68_boy,мочӀи,мочӀи,<?> <?> <?> <?> <?>,,lexcauc,,,^м о ч Ӏ и$,default
zilo-69_girl-1,,zilo,69_girl,йоши,йоши,<?> <?> <?> <?>,,lexcauc,,,^й о ш и$,default
zilo-70_child-1,,zilo,70_child,мочӀи,мочӀи,<?> <?> <?> <?> <?>,,lexcauc,,,^м о ч Ӏ и$,default
zilo-71_infant-1,,zilo,71_infant,мичӀи мочӀи,мичӀи мочӀи,<?> <?> <?> <?> <?> + <?> <?> <?> <?> <?>,,lexcauc,,,^м и ч Ӏ и + м о ч Ӏ и$,default
zilo-72_husband-1,,zilo,72_husband,кӀунтӀа,кӀунтӀа,<?> <?> <?> <?> т <?> а,,lexcauc,,,^к Ӏ у н т Ӏ а$,default
zilo-73_wife-1,,zilo,73_wife,гьорчӀи,гьорчӀи,<?> <?> <?> р <?> <?> <?>,,lexcauc,,,^г ь о р ч Ӏ и$,default
zilo-74_bride-1,,zilo,74_bride,бахӀарай,бахӀарай,<?> а <?> <?> а р а <?>,,lexcauc,,,^б а х Ӏ а р а й$,default
zilo-75_bridegroom-1,,zilo,75_bridegroom,бахӀарав,бахӀарав,<?> а <?> <?> а р а <?>,,lexcauc,,,^б а х Ӏ а р а в$,default
zilo-76_marryasman-1,,zilo,76_marryasman,йичон,йичон,<?> <?> <?> <?> <?>,,lexcauc,,,^й и ч о н$,default
zilo-77_marryasman-1,,zilo,77_marryasman,кӀунтӀуй йиъинну,кӀунтӀуй йиъинну,<?> <?> <?> <?> т <?> <?> <?> + <?> <?> <?> <?> <?> <?>,,lexcauc,,,^к Ӏ у н т Ӏ у й + й и ъ и нн у$,default
zilo-78_wedding-1,,zilo,78_wedding,бертин,бертин,<?> е р т <?> <?>,,lexcauc,,,^б е р т и н$,default
zilo-79_father-1,,zilo,79_father,дада,дада,<?> а <?> а,,lexcauc,,,^д а д а$,default
zilo-79_father-2,,zilo,79_father,има,има,<?> <?> а,,lexcauc,,,^и м а$,default
zilo-80_mother-1,,zilo,80_mother,баба,баба,<?> а <?> а,,lexcauc,,,^б а б а$,default
zilo-80_mother-2,,zilo,80_mother,ила,ила,<?> <?> а,,lexcauc,,,^и л а$,default
zilo-81_son-1,,zilo,81_son,вошо,вошо,<?> <?> <?> <?>,,lexcauc,,,^в о ш о$,default
zilo-82_daughter-1,,zilo,82_daughter,йоши,йоши,<?> <?> <?> <?>,,lexcauc,,,^й о ш и$,default
zilo-83_brother-1,,zilo,83_brother,воцци,воцци,<?> <?> <?> <?>,,lexcauc,,,^в о цц и$,default
zilo-84_sister-1,,zilo,84_sister,йоцци,йоцци,<?> <?> <?> <?>,,lexcauc,,,^й о цц и$,default
zilo-85_twins-1,,zilo,85_twins,чӀеллӀисол,чӀеллӀисол,<?> <?> е <?> <?> <?> <?> <?> <?>,,lexcauc,,,^ч Ӏ е лл Ӏ и с о л$,default
zilo-86_grandfatherfatheroffather-1,,zilo,86_grandfatherfatheroffather,вохор дада,вохор дада,<?> <?> <?> <?> р + <?> а <?> а,,lexcauc,,,^в о х о р + д а д а$,default
zilo-86_grandfatherfatheroffather-2,,zilo,86_grandfatherfatheroffather,вечуха дада,вечуха дада,<?> е <?> <?> <?> а + <?> а <?> а,,lexcauc,,,^в е ч у х а + д а д а$,default
zilo-87_grandfatherfatherofmother-1,,zilo,87_grandfatherfatherofmother,вохор дада,вохор дада,<?> <?> <?> <?> р + <?> а <?> а,,lexcauc,,,^в о х о р + д а д а$,default
zilo-87_grandfatherfatherofmother-2,,zilo,87_grandfatherfatherofmother,вечуха дада,вечуха дада,<?> е <?> <?> <?> а + <?> а <?> а,,lexcauc,,,^в е ч у х а + д а д а$,default
zilo-88_grandmothermotheroffather-1,,zilo,88_grandmothermotheroffather,йохор баба,йохор баба,<?> <?> <?> <?> р + <?> а <?> а,,lexcauc,,,^й о х о р + б а б а$,default
zilo-88_grandmothermotheroffather-2,,zilo,88_grandmothermotheroffather,йечуха баба,йечуха баба,<?> е <?> <?> <?> а + <?> а <?> а,,lexcauc,,,^й е ч у х а + б а б а$,default
zilo-89_grandmothermotherofmother-1,,zilo,89_grandmothermotherofmother,йохор баба,йохор баба,<?> <?> <?> <?> р + <?> а <?> а,,lexcauc,,,^й о х о р + б а б а$,default
zilo-89_grandmothermotherofmother-2,,zilo,89_grandmothermotherofmother,йечуха баба,йечуха баба,<?> е <?> <?> <?> а + <?> а <?> а,,lexcauc,,,^й е ч у х а + б а б а$,default
zilo-90_grandsonsonofson-1,,zilo,90_grandsonsonofson,вошув вошо,вошув вошо,<?> <?> <?> <?> <?> + <?> <?> <?> <?>,,lexcauc,,,^в о ш у в + в о ш о$,default
zilo-91_grandsonsonofdaughter-1,,zilo,91_grandsonsonofdaughter,йошулӀи вошо,йошулӀи вошо,<?> <?> <?> <?> <?> <?> <?> + <?> <?> <?> <?>,,lexcauc,,,^й о ш у л Ӏ и + в о ш о$,default
zilo-92_granddaughterdaughterofson-1,,zilo,92_granddaughterdaughterofson,вошув йоши,вошув йоши,<?> <?> <?> <?> <?> + <?> <?> <?> <?>,,lexcauc,,,^в о ш у в + й о ш и$,default
zilo-93_granddaughterdaughterofdaughter-1,,zilo,93_granddaughterdaughterofdaughter,йошулӀи йоши,йошулӀи йоши,<?> <?> <?> <?> <?> <?> <?> + <?> <?> <?> <?>,,lexcauc,,,^й о ш у л Ӏ и + й о ш и$,default
zilo-94_unclebrotheroffather-1,,zilo,94_unclebrotheroffather,имув воцци,имув воцци,<?> <?> <?> <?> + <?> <?> <?> <?>,,lexcauc,,,^и м у в + в о цц и$,default
zilo-95_unclebrotherofmother-1,,zilo,95_unclebrotherofmother,илулӀи воцци,илулӀи воцци,<?> <?> <?> <?> <?> <?> + <?> <?> <?> <?>,,lexcauc,,,^и л у л Ӏ и + в о цц и$,default
zilo-96_auntsisteroffather-1,,zilo,96_auntsisteroffather,имув йоцци,имув йоцци,<?> <?> <?> <?> + <?> <?> <?> <?>,,lexcauc,,,^и м у в + й о цц и$,default
zilo-97_auntsisterofmother-1,,zilo,97_auntsisterofmother,илулӀи йоцци,илулӀи йоцци,<?> <?> <?> <?> <?> <?> + <?> <?> <?> <?>,,lexcauc,,,^и л у л Ӏ и + й о цц и$,default
zilo-98_nephewsonofbrother-1,,zilo,98_nephewsonofbrother,воццув вошо,воццув вошо,<?> <?> <?> <?> <?> + <?> <?> <?> <?>,,lexcauc,,,^в о цц у в + в о ш о$,default
zilo-99_nephewsonofsister-1,,zilo,99_nephewsonofsister,йоццилӀи вошо,йоццилӀи вошо,<?> <?> <?> <?> <?> <?> <?> + <?> <?> <?> <?>,,lexcauc,,,^й о цц и л Ӏ и + в о ш о$,default
zilo-100_niecedaughterofbrother-1,,zilo,100_niecedaughterofbrother,воццуй йоши,воццуй йоши,<?> <?> <?> <?> <?> + <?> <?> <?> <?>,,lexcauc,,,^в о цц у й + й о ш и$,default
zilo-101_niecedaughterofsister-1,,zilo,101_niecedaughterofsister,йоццилӀи йоши,йоццилӀи йоши,<?> <?> <?> <?> <?> <?> <?> + <?> <?> <?> <?>,,lexcauc,,,^й о цц и л Ӏ и + й о ш и$,default
zilo-102_cousinmale-1,,zilo,102_cousinmale,ваццал,ваццал,<?> а <?> а <?>,,lexcauc,,,^в а цц а л$,default
zilo-103_cousinfemale-1,,zilo,103_cousinfemale,йаццал,йаццал,<?> а <?> а <?>,,lexcauc,,,^й а цц а л$,default
zilo-104_fatherinlawfatherofwife-1,,zilo,104_fatherinlawfatherofwife,имакьору,имакьору,<?> <?> а <?> <?> <?> р <?>,,lexcauc,,,^и м а к ь о р у$,default
zilo-105_fatherinlawfatherofhusband-1,,zilo,105_fatherinlawfatherofhusband,имакьору,имакьору,<?> <?> а <?> <?> <?> р <?>,,lexcauc,,,^и м а к ь о р у$,default
zilo-106_motherinlawmotherofwife-1,,zilo,106_motherinlawmotherofwife,илакьору,илакьору,<?> <?> а <?> <?> <?> р <?>,,lexcauc,,,^и л а к ь о р у$,default
zilo-107_motherinlawmotherofhusband-1,,zilo,107_motherinlawmotherofhusband,илакьору,илакьору,<?> <?> а <?> <?> <?> р <?>,,lexcauc,,,^и л а к ь о р у$,default
zilo-108_soninlaw-1,,zilo,108_soninlaw,нусо,нусо,<?> <?> <?> <?>,,lexcauc,,,^н у с о$,default
zilo-109_daughterinlawofaman-1,,zilo,109_daughterinlawofaman,нуса,нуса,<?> <?> <?> а,,lexcauc,,,^н у с а$,default
zilo-110_daughterinlawofawoman-1,,zilo,110_daughterinlawofawoman,нуса,нуса,<?> <?> <?> а,,lexcauc,,,^н у с а$,default
zilo-111_stepfather-1,,zilo,111_stepfather,бесдал има,бесдал има,<?> е <?> <?> а <?> + <?> <?> а,,lexcauc,,,^б е с д а л + и м а$,default
zilo-112_stepmother-1,,zilo,112_stepmother,бесдал ила,бесдал ила,<?> е <?> <?> а <?> + <?> <?> а,,lexcauc,,,^б е с д а л + и л а$,default
zilo-113_stepson-1,,zilo,113_stepson,бесдал вошо,бесдал вошо,<?> е <?> <?> а <?> + <?> <?> <?> <?>,,lexcauc,,,^б е с д а л + в о ш о$,default
zilo-114_stepdaughter-1,,zilo,114_stepdaughter,бесдал йоши,бесдал йоши,<?> е <?> <?> а <?> + <?> <?> <?> <?>,,lexcauc,,,^б е с д а л + й о ш и$,default
zilo-115_orphan-1,,zilo,115_orphan,бесдал,бесдал,<?> е <?> <?> а <?>,,lexcauc,,,^б е с д а л$,default
zilo-116_widow-1,,zilo,116_widow,серо,серо,<?> е р <?>,,lexcauc,,,^с е р о$,default
zilo-117_widower-1,,zilo,117_widower,серо,серо,<?> е р <?>,,lexcauc,,,^с е р о$,default
zilo-118_family-1,,zilo,118_family,хъизан,хъизан,<?> <?> <?> <?> а <?>,,lexcauc,,,^х ъ и з а н$,default
zilo-119_clan-1,,zilo,119_clan,тухум,тухум,т <?> <?> <?> <?>,,lexcauc,,,^т у х у м$,default
zilo-129_wildanimal-1,,zilo,129_wildanimal,хӀайван,хӀайван,<?> <?> а <?> <?> а <?>,,lexcauc,,,^х Ӏ а й в а н$,default
zilo-130_cub-1,,zilo,130_cub,боши,боши,<?> <?> <?> <?>,,lexcauc,,,^б о ш и$,default
zilo-131_livestock-1,,zilo,131_livestock,хӀайван,хӀайван,<?> <?> а <?> <?> а <?>,,lexcauc,,,^х Ӏ а й в а н$,default
zilo-132_pasturesummer-1,,zilo,132_pasturesummer,алахи,алахи,а <?> а <?> <?>,,lexcauc,,,^а л а х и$,default
zilo-133_herdsmanofcows-1,,zilo,133_herdsmanofcows,ишоша,ишоша,<?> <?> <?> <?> а,,lexcauc,,,^и ш о ш а$,default
zilo-134_shepherd-1,,zilo,134_shepherd,хороша,хороша,<?> <?> р <?> <?> а,,lexcauc,,,^х о р о ш а$,default
zilo-135_cattleshed-1,,zilo,135_cattleshed,гъан,гъан,<?> <?> а <?>,,lexcauc,,,^г ъ а н$,default
zilo-136_sheepshed-1,,zilo,136_sheepshed,хоролӀи мун,хоролӀи мун,<?> <?> р <?> <?> <?> <?> + <?> <?> <?>,,lexcauc,,,^х о р о л Ӏ и + м у н$,default
zilo-140_sheaf-1,,zilo,140_sheaf,квел,квел,<?> <?> е <?>,,lexcauc,,,^к в е л$,default
zilo-141_stack-1,,zilo,141_stack,аста,аста,а <?> т а,,lexcauc,,,^а с т а$,default
zilo-142_largestack-1,,zilo,142_largestack,аста,аста,а <?> т а,,lexcauc,,,^а с т а$,default
zilo-143_cow-1,,zilo,143_cow,зи2в,зи2в,<?> <?> <?> <?>,,lexcauc,,,^з и 2 в$,default
zilo-144_bull-1,,zilo,144_bull,бугъа,бугъа,<?> <?> <?> <?> а,,lexcauc,,,^б у г ъ а$,default
zilo-145_ox-1,,zilo,145_ox,у2нсо,у2нсо,<?> <?> <?> <?> <?>,,lexcauc,,,^у 2 н с о$,default
zilo-146_heifer-1,,zilo,146_heifer,чӀора,чӀора,<?> <?> <?> р а,,lexcauc,,,^ч Ӏ о р а$,default
zilo-147_bullcalf-1,,zilo,147_bullcalf,къинком,къинком,<?> <?> <?> <?> <?> <?> <?>,,lexcauc,,,^к ъ и н к о м$,default
zilo-148_calf-1,,zilo,148_calf,лъедир,лъедир,<?> <?> е <?> <?> р,,lexcauc,,,^л ъ е д и р$,default
zilo-149_earmark-1,,zilo,149_earmark,анжи,анжи,а <?> <?> <?>,,lexcauc,,,^а н ж и$,default
zilo-150_sheepirrespofgender-1,,zilo,150_sheepirrespofgender,хӀайман,хӀайман,<?> <?> а <?> <?> а <?>,,lexcauc,,,^х Ӏ а й м а н$,default
zilo-151_ram-1,,zilo,151_ram,анлъи,анлъи,а <?> <?> <?> <?>,,lexcauc,,,^а н л ъ и$,default
zilo-151_ram-2,,zilo,151_ram,кун,кун,<?> <?> <?>,,lexcauc,,,^к у н$,default
zilo-152_ewe-1,,zilo,152_ewe,хӀайман,хӀайман,<?> <?> а <?> <?> а <?>,,lexcauc,,,^х Ӏ а й м а н$,default
zilo-153_lamb1year-1,,zilo,153_lamb1year,бура,бура,<?> <?> р а,,lexcauc,,,^б у р а$,default
zilo-153_lamb1year-2,,zilo,153_lamb1year,ишкӀол,ишкӀол,<?> <?> <?> <?> <?> <?>,,lexcauc,,,^и ш к Ӏ о л$,default
zilo-154_youngsheep13years-1,,zilo,154_youngsheep13years,гьорчӀин,гьорчӀин,<?> <?> <?> р <?> <?> <?> <?>,,lexcauc,,,^г ь о р ч Ӏ и н$,default
zilo-156_boar-1,,zilo,156_boar,хунтӀа,хунтӀа,<?> <?> <?> т <?> а,,lexcauc,,,^х у н т Ӏ а$,default
zilo-157_shegoat-1,,zilo,157_shegoat,цӀи2йа,цӀи2йа,<?> <?> <?> <?> <?> а,,lexcauc,,,^ц Ӏ и 2 й а$,default
zilo-158_hegoat-1,,zilo,158_hegoat,тӀука,тӀука,т <?> <?> <?> а,,lexcauc,,,^т Ӏ у к а$,default
zilo-159_youngshegoat13years-1,,zilo,159_youngshegoat13years,ишом,ишом,<?> <?> <?> <?>,,lexcauc,,,^и ш о м$,default
zilo-160_kid1year-1,,zilo,160_kid1year,цӀекӀир,цӀекӀир,<?> <?> е <?> <?> <?> р,,lexcauc,,,^ц Ӏ е к Ӏ и р$,default
zilo-161_horseirrespofgender-1,,zilo,161_horseirrespofgender,кӀоту,кӀоту,<?> <?> <?> т <?>,,lexcauc,,,^к Ӏ о т у$,default
zilo-162_stallion-1,,zilo,162_stallion,чор,чор,<?> <?> р,,lexcauc,,,^ч о р$,default
zilo-163_mare-1,,zilo,163_mare,ича,ича,<?> <?> а,,lexcauc,,,^и ч а$,default
zilo-164_foal-1,,zilo,164_foal,тай,тай,т а <?>,,lexcauc,,,^т а й$,default
zilo-165_donkey-1,,zilo,165_donkey,гьаморхи,гьаморхи,<?> <?> а <?> <?> р <?> <?>,,lexcauc,,,^г ь а м о р х и$,default
zilo-166_foalofdonkey-1,,zilo,166_foalofdonkey,токӀищи,токӀищи,т <?> <?> <?> <?> <?> <?>,,lexcauc,,,^т о к Ӏ и щ и$,default
zilo-167_mule-1,,zilo,167_mule,гӀурцӀин,гӀурцӀин,<?> <?> <?> р <?> <?> <?> <?>,,lexcauc,,,^г Ӏ у р ц Ӏ и н$,default
zilo-168_rooster-1,,zilo,168_rooster,гьелеко,гьелеко,<?> <?> е <?> е <?> <?>,,lexcauc,,,^г ь е л е к о$,default
zilo-169_hen-1,,zilo,169_hen,у2ъе2цу,у2ъе2цу,<?> <?> <?> е <?> <?> <?>,,lexcauc,,,^у 2 ъ е 2 ц у$,default
zilo-170_chick-1,,zilo,170_chick,у2ъе2цулӀи боши,у2ъе2цулӀи боши,<?> <?> <?> е <?> <?> <?> <?> <?> <?> + <?> <?> <?> <?>,,lexcauc,,,^у 2 ъ е 2 ц у л Ӏ и + б о ш и$,default
zilo-171_goose-1,,zilo,171_goose,хъази,хъази,<?> <?> а <?> <?>,,lexcauc,,,^х ъ а з и$,default
zilo-172_duck-1,,zilo,172_duck,бадуши,бадуши,<?> а <?> <?> <?> <?>,,lexcauc,,,^б а д у ш и$,default
zilo-173_nest-1,,zilo,173_nest,бешен,бешен,<?> е <?> е <?>,,lexcauc,,,^б е ш е н$,default
zilo-174_bird-1,,zilo,174_bird,щекиб,щекиб,<?> е <?> <?> <?>,,lexcauc,,,^щ е к и б$,default
zilo-176_eagle-1,,zilo,176_eagle,цӀум,цӀум,<?> <?> <?> <?>,,lexcauc,,,^ц Ӏ у м$,default
zilo-179_bat-1,,zilo,179_bat,лъалботӀи,лъалботӀи,<?> <?> а <?> <?> <?> т <?> <?>,,lexcauc,,,^л ъ а л б о т Ӏ и$,default
zilo-180_crow-1,,zilo,180_crow,гъанни,гъанни,<?> <?> а <?> <?>,,lexcauc,,,^г ъ а нн и$,default
zilo-181_magpie-1,,zilo,181_magpie,чӀаргъитӀи,чӀаргъитӀи,<?> <?> а р <?> <?> <?> т <?> <?>,,lexcauc,,,^ч Ӏ а р г ъ и т Ӏ и$,default
zilo-183_dove-1,,zilo,183_dove,гъугъу,гъугъу,<?> <?> <?> <?> <?> <?>,,lexcauc,,,^г ъ у г ъ у$,default
zilo-185_owl-1,,zilo,185_owl,кӀкӀов,кӀкӀов,<?> <?> <?> <?> <?> <?>,,lexcauc,,,^к Ӏ к Ӏ о в$,default
zilo-191_dog-1,,zilo,191_dog,хвей,хвей,<?> <?> е <?>,,lexcauc,,,^х в е й$,default
zilo-192_femaledog-1,,zilo,192_femaledog,гежи,гежи,<?> е <?> <?>,,lexcauc,,,^г е ж и$,default
zilo-193_puppyofdog-1,,zilo,193_puppyofdog,кӀунцӀи,кӀунцӀи,<?> <?> <?> <?> <?> <?> <?>,,lexcauc,,,^к Ӏ у н ц Ӏ и$,default
zilo-194_hare-1,,zilo,194_hare,кьанкӀала,кьанкӀала,<?> <?> а <?> <?> <?> а <?> а,,lexcauc,,,^к ь а н к Ӏ а л а$,default
zilo-195_cat-1,,zilo,195_cat,геду,геду,<?> е <?> <?>,,lexcauc,,,^г е д у$,default
zilo-196_mouse-1,,zilo,196_mouse,гьинкӀкӀу,гьинкӀкӀу,<?> <?> <?> <?> <?> <?> <?> <?> <?>,,lexcauc,,,^г ь и н к Ӏ к Ӏ у$,default
zilo-200_squirrel-1,,zilo,200_squirrel,соригьинкӀкӀу,соригьинкӀкӀу,<?> <?> р <?> <?> <?> <?> <?> <?> <?> <?> <?> <?>,,lexcauc,,,^с о р и г ь и н к Ӏ к Ӏ у$,default
zilo-201_hedgehog-1,,zilo,201_hedgehog,ужрукъи,ужрукъи,<?> <?> р <?> <?> <?> <?>,,lexcauc,,,^у ж р у к ъ и$,default
zilo-202_fish-1,,zilo,202_fish,хвами,хвами,<?> <?> а <?> <?>,,lexcauc,,,^х в а м и$,default
