db.id,form.id,lex.id,colex.id,lc.id,concepticon.id,subentry,aux,opt,excl,orthographic,phonemic,gloss,ipa,def.ru,def.en,cx1,cx1.ru,cx1.en,cx2,cx2.ru,cx2.en,cx3,cx3.ru,cx3.en,gender,notes,lang
5615,1708,870,,870,,sg,,opt,,ахъанай,,,,,,,,,,,,,,,,,sanzhi
5616,1709,870,,870,,pl,aux,opt,,ахъанайте,,,,,,,,,,,,,,,,,sanzhi
5617,1710,1195,,870,,sg,,opt,,муза,,,,,,,,,,,,,,,,,sanzhi
5618,1711,1195,,870,,pl,aux,opt,,музурбе,,,,,,,,,,,,,,,,,sanzhi
5619,1712,871,,871,,sg,,,,лут1и,,,,,,,,,,,,,,,,,sanzhi
5620,1713,871,,871,,pl,aux,,,лут1ме,,,,,,,,,,,,,,,,,sanzhi
5621,1714,871,,871,,loc.ess,aux,,,лут1илццеб,,,,,,,,,,,,,,,,,sanzhi
5622,1715,872,,872,,sg,,,,баъ,,,,,,,,,,,,,,,,,sanzhi
5623,1716,872,,872,,pl,aux,,,буъре,,,,,,,,,,,,,,,,,sanzhi
5624,1717,873,,873,,sg,,,,баъ,,,,,,,,,,,,,,,,,sanzhi
5625,1718,873,,873,,pl,aux,,,буъре,,,,,,,,,,,,,,,,,sanzhi
5626,1719,873,,873,,loc.ess,aux,,,баълеб,,,,,,,,,,,,,,,,,sanzhi
5627,1720,874,,874,,,,,,лякъян(це),laˁqːaˁn,,,,,,,,,,,,,,,,sanzhi
5628,1721,875,,875,,,,,,лейлан(це),lejlan,,,,,,,,,,,,,,,,sanzhi
5629,1722,876,,876,,,,,,гьекле,hekle,,,,,,,,,,,,,,,,sanzhi
5630,1723,877,,877,,,,,,гьарахъле,haraqle,,,,,,,,,,,,,,,,sanzhi
5631,1724,878,,878,,pfv,,,,бач1ий,,,,,,,,,,,,,,,,,sanzhi
5632,1725,878,,878,,ipfv,aux,,,бич1ий,,,,,,,,,,,,,,,,,sanzhi
5633,1726,879,,879,,pfv,,,,умций,,,,,,,,,,,,,,,,,sanzhi
5634,1727,879,,879,,ipfv,aux,,,умций,,,,,,,,,,,,,,,,,sanzhi
5635,1728,880,,880,,,,,,ч1им,,,,,,,,,,,,,,,,,sanzhi
5636,1729,881,,881,,,,,,?,,,,,,,,,,,,,,,,,sanzhi
5637,1730,882,,882,,,,,,ххула(це),χːula,,,,,,,,,,,,,,,,sanzhi
5638,1731,883,,883,,,,,,ник1а(це),,,,,,,,,,,,,,,,,sanzhi
5639,1732,884,,884,,,,,,бухъен(це),buqen,,,,,,,,,,,,,,,,sanzhi
5640,1733,885,,885,,,,,,кут1(це),kutʼ,,,,,,,,,,,,,,,Both words are equally used.,sanzhi
5641,1734,1196,,885,,,,,,къант1(це),qːantʼ,,,,,,,,,,,,,,,Both words are equally used.,sanzhi
5642,1735,886,,886,,,,,,уркьат(це),urqʼatce,,,,,,,,,,,,,,,,sanzhi
5643,1736,887,,887,,,,,,кьакьа(це),qʼaqʼa,,,,,,,,,,,,,,,,sanzhi
5644,1737,888,,888,,,,,,бяршу(це),baˁršu,,,,,,,,,,,,,,,,sanzhi
5645,1738,1197,,888,,,,,,бу1ц(це),buˁc,,,,,,,,,,,,,,,,sanzhi
5646,1739,889,,889,,,,,,гъвирц1(це),,,,,,,,,,,,,,,,,sanzhi
5647,1740,890,,890,,,,,,кур(це),,,,,,,,,,,,,,,,,sanzhi
5648,1741,891,,891,,,,,,бимг1ян(це),,,,,,,,,,,,,,,,,sanzhi
5649,1742,892,,892,,,,,,бук1ул(це),,,,,,,,,,,,,,,,,sanzhi
5650,1743,893,,893,,,,,,бархь(це),barx,,,,,,,,,,,,,,,,sanzhi
5651,1744,1198,,893,,,,,,диркь(це),dirqʼce,,,,,,,,,,,,,,,,sanzhi
5652,1745,894,,894,,,,,,балк1ун(це),,,,,,,,,,,,,,,,,sanzhi
5653,1746,895,,895,,sg,,,,къякъяс,,,,,,,,,,,,,,,,,sanzhi
5654,1747,895,,895,,pl,aux,,,къякъясне,,,,,,,,,,,,,,,,,sanzhi
5655,1748,896,,896,,sg,,,,муза,,,,внешний угол,outer corner,,,,,,,,,,,,sanzhi
5656,1749,896,,896,,pl,aux,,,музуппе,,,,,,,,,,,,,,,,,sanzhi
5657,1750,1199,,896,,sg,,,,къямза,,,,внутренний угол,inner corner,,,,,,,,,,,,sanzhi
5658,1751,1199,,896,,pl,aux,,,къямзне,,,,,,,,,,,,,,,,,sanzhi
5659,1752,897,,897,,sg,,,,къанч,,,,,,,,,,,,,,,,,sanzhi
5660,1753,897,,897,,pl,aux,,,къанчбе,,,,,,,,,,,,,,,,,sanzhi
5661,1754,898,,898,,,,,,ругруг(це),rugrug,,,,,,,,,,,,,,,,sanzhi
5662,1755,899,,899,,sg,,,,туп,,,,,,,,,,,,,,,,,sanzhi
5663,1756,899,,899,,pl,aux,,,тупне,,,,,,,,,,,,,,,,,sanzhi
5664,1757,900,,900,,sg,,,,г1ями,,,,,,,,,,,,,,,,,sanzhi
5665,1758,900,,900,,pl,aux,,,г1ямре,,,,,,,,,,,,,,,,,sanzhi
5666,1759,901,,901,,sg,,,,кур,,,,,,,,,,,,,,,,,sanzhi
5667,1760,901,,901,,pl,aux,,,курме,,,,,,,,,,,,,,,,,sanzhi
5668,1761,901,,901,,loc.ess,aux,,,курриццеб,,,,,,,,,,,,,,,,,sanzhi
5669,1762,902,,902,,,,,,миши,,,,,,,,,,,,,,,,,sanzhi
5670,1763,903,,903,,,,,,цара,,,,,,,,,,,,,,,,,sanzhi
5671,1764,1200,,903,,,,,,итилил,,,,,,,,,,,,,,,,,sanzhi
5672,1765,904,,904,,pfv,,,,барс баркьий,,,,,,,,,,,,,,,,,sanzhi
5673,1766,904,,904,,ipfv,aux,,,барс биркьий,,,,,,,,,,,,,,,,,sanzhi
5674,1767,905,,905,,,,,,ца,ca,,,,,,,,,,,,,,,,sanzhi
5675,1768,906,,906,,,,,,к1вел,kʼʷel,,,,,,,,,,,,,,,,sanzhi
5676,1769,907,,907,,,,,,г1ябал,ʡaˁbal,,,,,,,,,,,,,,,,sanzhi
5677,1770,908,,908,,,,,,агъвал,aʁʷal,,,,,,,,,,,,,,,,sanzhi
5678,1771,909,,909,,,,,,хьуял,xujal,,,,,,,,,,,,,,,,sanzhi
5679,1772,910,,910,,,,,,уреккал,,,,,,,,,,,,,,,,,sanzhi
5680,1773,911,,911,,,,,,верал,,,,,,,,,,,,,,,,,sanzhi
5681,1774,912,,912,,,,,,ккаъал,,,,,,,,,,,,,,,,,sanzhi
5682,1775,913,,913,,,,,,урч1емал,,,,,,,,,,,,,,,,,sanzhi
5683,1776,914,,914,,,,,,вец1ал,,,,,,,,,,,,,,,,,sanzhi
5684,1777,915,,915,,,,,,вец1ну цара,,,,,,,,,,,,,,,,,sanzhi
5685,1778,916,,916,,,,,,вец1ну к1вира,,,,,,,,,,,,,,,,,sanzhi
5686,1779,917,,917,,,,,,гъаял,,,,,,,,,,,,,,,,,sanzhi
5687,1780,918,,918,,,,,,г1ябц1ал,,,,,,,,,,,,,,,,,sanzhi
5688,1781,919,,919,,,,,,даршшал,,,,,,,,,,,,,,,,,sanzhi
5689,1782,920,,920,,,,,,азир,,,,,,,,,,,,,,,,,sanzhi
5690,1783,921,,921,,,,,,цаъибил,,,,,,,,,,,,,,,,,sanzhi
5691,1784,922,,922,,,,,,багьриган,,,,,,,,,,,,,,,,,sanzhi
5692,1785,923,,923,,,,,,к1виъибил,,,,,,,,,,,,,,,,,sanzhi
5693,1786,924,,924,,pfv,,,,белгвий,belgʷij,,,,,,,,,,,,,,,,sanzhi
5694,1787,924,,924,,ipfv,aux,,,лугий,,,,,,,,,,,,,,,,,sanzhi
5695,1788,925,,925,,,,,,либил,,,,,,,,,,,,,,,,,sanzhi
5696,1789,926,,926,,,,,,либил,,,,,,,,,,,,,,,,,sanzhi
5697,1790,927,,927,,,,,,гьар,,,,,,,,,,,,,,,,,sanzhi
5698,1791,928,,928,,,,,,бахъил,baqil,,,,,,,,,,,,,,,,sanzhi
5699,1792,929,,929,,,,,,ц1акьле,,,,,,,,,,,,,,,,,sanzhi
5700,1793,930,,930,,,,,,кам,,,,,,,,,,,,,,,,,sanzhi
5701,1794,931,,931,,,,,,биц1иб(це),,,,,,,,,,,,,,,,,sanzhi
5702,1795,932,,932,,,,,,велкъун(це),,,,,,,,,,,,,,,,,sanzhi
5703,1796,933,,933,,pfv,,,,биц1ий,,,,,,,,,,,,,,,,,sanzhi
5704,1797,933,,933,,ipfv,aux,,,бирц1ий,,,,,,,,,,,,,,,,,sanzhi
5705,1798,934,,934,,pfv,,,,биц1ий,,,,,,,,,,,,,,,,,sanzhi
5706,1799,934,,934,,ipfv,aux,,,бирц1ий,,,,,,,,,,,,,,,,,sanzhi
5707,1800,935,,935,,,,,,бац1(це),,,,,,,,,,,,,,,,,sanzhi
5708,1801,936,,936,,sg,,,,бут1а,,,,,,,,,,,,,,,,,sanzhi
5709,1802,936,,936,,pl,aux,,,бут1нe,,,,,,,,,,,,,,,,,sanzhi
5710,1803,937,,937,,,,,,бабкьи,,,,,,,,,,,,,,,,,sanzhi
5711,1804,938,,938,,sg,,,,буцци,,,,,,,,,,,,,,,,,sanzhi
5712,1805,938,,938,,pl,aux,,,буцне,,,,,,,,,,,,,,,,,sanzhi
5713,1806,939,,939,,,,,,янги(це),jangi,,,,,,,,,,,,,,,,sanzhi
5714,1807,940,,940,,,,,,жагьилце,,,,,,,,,,,,,,,,,sanzhi
5715,1808,941,,941,,,,,,бухъна(це),,,,,,,,,,,,,,,,,sanzhi
5716,1809,942,,942,,,,,,аски(це),,,,,,,,,,,,,,,,,sanzhi
5717,1810,943,,943,,,,,,гьана,,,,,,,,,,,,,,,,,sanzhi
5718,1811,944,,944,,,,,,гьалакле,,,,,,,,,,,,,,,,,sanzhi
5719,1812,945,,945,,,,,,багьлал,,,,,,,,,,,,,,,,,sanzhi
5720,1813,946,,946,,pfv,,,,баъач1ий,,,,,,,,,,,,,,,,All three verbs are equally used.,sanzhi
5721,1814,946,,946,,ipfv,aux,,,баъич1ий,,,,,,,,,,,,,,,,,sanzhi
5722,1815,1201,,946,,pfv,,,,баъашший,,,,,,,,,,,,,,,,,sanzhi
5723,1816,1201,,946,,ipfv,aux,,,баъишший,,,,,,,,,,,,,,,,,sanzhi
5724,1817,1202,,946,,pfv,,,,баъбишший,,,,,,,,,,,,,,,,,sanzhi
5725,1818,1202,,946,,ipfv,aux,,,баъбиршший,,,,,,,,,,,,,,,,,sanzhi
5726,1819,947,,947,,pfv,,,,таман бихвий,,,,,,,,,,,,,,,,,sanzhi
5727,1820,947,,947,,ipfv,aux,,,таман бирхвий,,,,,,,,,,,,,,,,,sanzhi
5728,1821,1203,,947,,pfv,,,,гьаберххвий,,,,,,,,,,,,,,,,,sanzhi
5729,1822,1203,,947,,ipfv,aux,,,гьаберххвий,,,,,,,,,,,,,,,,,sanzhi
5730,1823,948,,948,,ipfv,,,,гьитти кержий,,,,,,,,,,,,,,,,,sanzhi
5731,1824,948,,948,,pfv,aux,,,гьитти кайжий,,,,,,,,,,,,,,,,,sanzhi
5732,1825,949,,949,,,,,,гьарзамана,,,,,,,,,,,,,,,,,sanzhi
5733,1826,950,,950,,,,,,гьарзамана,,,,,,,,,,,,,,,,,sanzhi
5734,1827,951,,951,,,,,,цацайнакъел,,,,,,,,,,,,,,,,,sanzhi
5735,1828,952,,952,,,,,,ниик1алла гьитти,,,,,,,,,,,,,,,,,sanzhi
5736,1829,953,,953,,,,,,бахъе,,,,,,,,,,,,,,,,,sanzhi
5737,1830,954,,954,,sg,,,,ари,,,,,,,,,,,,,,,,,sanzhi
5738,1831,954,,954,,pl,aux,,,арме,,,,,,,,,,,,,,,,,sanzhi
5739,1832,955,,955,,sg,,,,бар(и),,,,,,,,,,,,,,,,,sanzhi
5740,1833,955,,955,,pl,aux,,,барне,,,,,,,,,,,,,,,,,sanzhi
5741,1834,956,,956,,,,,,дуччи,dučːi,,,,,,,,,,,,,,,,sanzhi
5742,1835,957,,957,,,,,,ччяг1ялла,,,,,,,,,,,,,,,,This is an adverb ‘in the morning’ no noun ‘morning’.,sanzhi
5743,1836,958,,958,,,,,,ар,,,,,,,,,,,,,,,,,sanzhi
5744,1837,959,,959,,,,,,дярххя,,,,,,,,,,,,,,,,,sanzhi
5745,1838,960,,960,,,,,,ижал,,,,,,,,,,,,,,,,,sanzhi
5746,1839,961,,961,,,,,,ччяг1ял,,,,,,,,,,,,,,,,,sanzhi
5747,1840,962,,962,,,,,,царабал,,,,,,,,,,,,,,,,,sanzhi
5748,1841,963,,963,,,,,,сса,sːa,,,,,,,,,,,,,,,,sanzhi
5749,1842,964,,964,,,,,,ссарбар,,,,,,,,,,,,,,,,,sanzhi
5750,1843,965,,965,,sg,,,,ссяг1ят,,,,,,,,,,,,,,,,,sanzhi
5751,1844,965,,965,,pl,aux,,,ссяг1ёте,,,,,,,,,,,,,,,,,sanzhi
5752,1845,966,,966,,sg,,,,жумяг1,,,,,,,,,,,,,,,,,sanzhi
5753,1846,966,,966,,pl,aux,,,жумяг1е,,,,,,,,,,,,,,,,,sanzhi
5754,1847,967,,967,,sg,,,,бац,,,,,,,,,,,,,,,,,sanzhi
5755,1848,967,,967,,pl,aux,,,буцре,,,,,,,,,,,,,,,,,sanzhi
5756,1849,968,,968,,sg,,,,дус,dus,,,,,,,,,,,,,,,,sanzhi
5757,1850,968,,968,,pl,aux,,,дусме,dusme,,,,,,,,,,,,,,,,sanzhi
5758,1851,969,,969,,,,,,ириг,,,,,,,,,,,,,,,,,sanzhi
5759,1852,970,,970,,,,,,ц1ил дус,,,,,,,,,,,,,,,,,sanzhi
5760,1853,971,,971,,sg,,,,га,,,,,,,,,,,,,,,,,sanzhi
5761,1854,971,,971,,pl,aux,,,гаме,,,,,,,,,,,,,,,,,sanzhi
5762,1855,972,,972,,sg,,,,эб,,,,,,,,,,,,,,,,,sanzhi
5763,1856,972,,972,,pl,aux,,,эбне,,,,,,,,,,,,,,,,,sanzhi
5764,1857,973,,973,,sg,,,,гьаниша,,,,,,,,,,,,,,,,,sanzhi
5765,1858,973,,973,,pl,aux,,,гьанишурбе,,,,,,,,,,,,,,,,,sanzhi
5766,1859,974,,974,,sg,,,,эбхь,,,,,,,,,,,,,,,,,sanzhi
5767,1860,974,,974,,pl,aux,,,ибхьне,,,,,,,,,,,,,,,,,sanzhi
5768,1861,976,,976,,pfv,,,,кквяг1 ирччий,,,,,,,,,,,,,,,,"There is no intr. verb ‘to smell’, only the noun ‘smell’. ‘X smells good’ is translated as ‘X has a good smell’.",sanzhi
5769,1862,976,,976,,ipfv,aux,,,кквяг1 ирччий,,,,,,,,,,,,,,,,,sanzhi
5770,1863,977,,977,,,,,,кквяг1,,,,,,,,,,,,,,,,,sanzhi
5771,1864,1204,,977,,,,,,т1ем,,,,"запах, вкус","smell, taste",,,,,,,,,,,"There is no verb ‘to taste’, the meaning can be expressed as ‘try the taste’, ‘feel the smell’, etc.",sanzhi
5772,1865,978,,978,,,,,,кквяг1,,,,,,,,,,,,,,,,,sanzhi
5773,1866,980,,980,,,,,,мизи(це),,,,,,,,,,,,,,,,,sanzhi
5774,1867,981,,981,,,,,,ццумус(це),,,,,,,,,,,,,,,,,sanzhi
5775,1868,982,,982,,,,,,кьямкь(це),,,,,,,,,,,,,,,,,sanzhi
5776,1869,983,,983,,,,,,кьамц1(це),,,,,,,,,,,,,,,,,sanzhi
5777,1870,984,,984,,pfv,,,,т1ам бакьий,tʼam baqʼij,,,,,,,,,,,,,,,,sanzhi
5778,1871,984,,984,,ipfv,aux,,,т1ам бикьий,tʼam biqʼij,,,,,,,,,,,,,,,,sanzhi
5779,1872,985,,985,,ipfv,,,,гулик1ий,,,,,,,,,,,,,,,,,sanzhi
5780,1873,985,,985,,pfv,aux,,,гулик1ий,,,,,,,,,,,,,,,,,sanzhi
5781,1874,986,,986,,sg,,,,т1ама,,,,,,,,,,,,,,,,,sanzhi
5782,1875,986,,986,,pl,aux,,,т1амре,,,,,,,,,,,,,,,,,sanzhi
5783,1876,987,,987,,,,,,ахъ(це),,,,,,,,,,,,,,,,,sanzhi
5784,1877,988,,988,,,,,,гухъ(це),,,,,,,,,,,,,,,,,sanzhi
5785,1878,989,,989,,ipfv,,,,чибижий,čibižij,,,,,,,,,,,,,,,,sanzhi
5786,1879,989,,989,,pfv,aux,,,чибажий,čibažij,,,,,,,,,,,,,,,,sanzhi
5787,1880,990,,990,,ipfv,,,,эр бик1вий,,,,,,,,,,,,,,,,No aspectual distinction.,sanzhi
5788,1881,990,,990,,pfv,aux,,,эр бик1вий,,,,,,,,,,,,,,,,,sanzhi
5789,1882,1205,,990,,ipfv,,,,эр бурч1ий,,,,,,,,,,,,,,,,,sanzhi
5790,1883,1205,,990,,pfv,aux,,,эр берч1ий,,,,,,,,,,,,,,,,,sanzhi
5791,1884,991,,991,,,,,,ц1уб(це),cʼub,,,,,,,,,,,,,,,,sanzhi
5792,1885,992,,992,,,,,,ц1уттар(це),cʼutːar,,,,,,,,,,,,,,,,sanzhi
5793,1886,993,,993,,,,,,ит1ин(це),itʼin,,,,,,,,,,,,,,,,sanzhi
5794,1887,994,,994,,,,,,хьанц1(це),,,,,,,,,,,,,,,,,sanzhi
5795,1888,995,,995,,,,,,шиниш(це),šiniš,,,,,,,,,,,,,,,,sanzhi
5796,1889,996,,996,,,,,,бухъу(це),buqu,,,,,,,,,,,,,,,,sanzhi
5797,1890,997,,997,,,,,,кьир(це),,,,,,,,,,,,,,,,,sanzhi
5798,1891,998,,998,,pfv,,,,ккач бичий,,,,,,,,,,,,,,,,"You can also use the light verb ‘do, make’ instead of this one.",sanzhi
5799,1892,998,,998,,ipfv,aux,,,ккач бирчий,,,,,,,,,,,,,,,,,sanzhi
5800,1893,1000,,1000,,,,,,дебга(це),,,,,,,,,,,,,,,,,sanzhi
5801,1894,1001,,1001,,,,,,к1ант1и(це),,,,,,,,,,,,,,,,,sanzhi
5802,1895,1002,,1002,,,,,,дебга(це),,,,,,,,,,,,,,,,,sanzhi
5803,1896,1003,,1003,,,,,,лягъу1н(це),laˁʁuˁn,,,,,,,,,,,,,,,,sanzhi
5804,1897,1004,,1004,,,,,,бумкка(це),bumkːa,,,,,,,,,,,,,,,,sanzhi
5805,1898,1005,,1005,,,,,,къут1а(це),,,,,,,,,,,,,,,,,sanzhi
5806,1899,1006,,1006,,,,,,бёц(це),,,,,,,,,,,,,,,,,sanzhi
5807,1900,1007,,1007,,,,,,шшими(це),,,,,,,,,,,,,,,,,sanzhi
5808,1901,1008,,1008,,,,,,дек1в(це),dekʼʷ,,,,,,,,,,,,,,,,sanzhi
5809,1902,1009,,1009,,,,,,кук(це),,,,,,,,,,,,,,,,,sanzhi
5810,1903,1010,,1010,,,,,,бях1ун(це),baˁħunce,,,,,,,,,,,,,,,,sanzhi
5811,1904,1011,,1011,,,,,,буц1ар(це),,,,,,,,,,,,,,,,,sanzhi
5812,1905,1012,,1012,,,,,,гуна(це),guna,,,,,,,,,,,,,,,,sanzhi
5813,1906,1013,,1013,,,,,,буххар(це),buχːar,,,,,,,,,,,,,,,,sanzhi
5814,1907,1014,,1014,,,,,,амзу(це),,,,,,,,,,,,,,,,,sanzhi
5815,1908,1015,,1015,,,,,,бяшун(це),baˁšunce,,,,,,,,,,,,,,,,sanzhi
5816,1909,1206,,1015,,,,,,няс(це),,,,,,,,,,,,,,,,,sanzhi
5817,1910,1016,,1016,,ipfv,,,,х1ях1я бик1вий,ħaˁħaˁ bikʼʷij,,,,,,,,,,,,,,,,sanzhi
5818,1911,1017,,1017,,ipfv,,,,гъигъ бик1вий,,,,,,,,,,,,,,,,,sanzhi
5819,1912,1018,,1018,,ipfv,,,,рази бирхвий,,,,,,,,,,,,,,,,,sanzhi
5820,1913,1018,,1018,,pfv,aux,,,рази бихвий,,,,,,,,,,,,,,,,,sanzhi
5821,1914,1019,,1019,,ipfv,,,,х1язле кайжий,,,,,,,,,,,,,,,,,sanzhi
5822,1915,1019,,1019,,pfv,aux,,,х1язле кабижий,,,,,,,,,,,,,,,,,sanzhi
5823,1916,1207,,1019,,ipfv,,,,бу1мг1ий,,,,,,,,,,,,,,,,No aspectual distinction.,sanzhi
5824,1917,1207,,1019,,pfv,aux,,,бу1мг1ий,,,,,,,,,,,,,,,,,sanzhi
5825,1918,1208,,1019,,ipfv,,,,х1язтал биркьий,,,,,,,,,,,,,,,,This is an antipassive construction which cannot be used with intransitive verbs.,sanzhi
5826,1919,1020,,1020,,pfv,,,,губбихвий,,,,,,,,,,,,,,,,,sanzhi
5827,1920,1020,,1020,,ipfv,aux,,,губбирхвий,,,,,,,,,,,,,,,,,sanzhi
5828,1921,1021,,1021,,pfv,,,,чиббихвий,,,,,,,,,,,,,,,,,sanzhi
5829,1922,1021,,1021,,ipfv,aux,,,чиббирхвий,,,,,,,,,,,,,,,,,sanzhi
5830,1923,1022,,1022,,ipfv,,,,биччахъий,,,,,,,,,,,,,,,,No aspectual distinction.,sanzhi
5831,1924,1022,,1022,,pfv,aux,,,биччахъий,,,,,,,,,,,,,,,,,sanzhi
5832,1925,1209,,1022,,ipfv,,,,биккулда,,,,,,,,,,,,,,,,No aspectual distinction; the infinitive does not exist.,sanzhi
5833,1926,1023,,1023,,ipfv,,,,биккулда,,,,,,,,,,,,,,,,No aspectual distinction; the infinitive does not exist.,sanzhi
5834,1927,1024,,1024,,pfv,,,,миса биччий,,,,,,,,,,,,,,,,,sanzhi
5835,1928,1024,,1024,,ipfv,aux,,,миса луккий,,,,,,,,,,,,,,,,,sanzhi
5836,1929,1025,,1025,,pfv,,,,хъяблус бичий,,,,,,,,,,,,,,,,,sanzhi
5837,1930,1025,,1025,,ipfv,aux,,,хъяблус билчий,,,,,,,,,,,,,,,,,sanzhi
5838,1931,1026,,1026,,ipfv,,,,биссий,bisːij,,,,,,,,,,,,,,,No aspectual distinction.,sanzhi
5839,1932,1026,,1026,,pfv,aux,,,биссий,bisːij,,,,,,,,,,,,,,,,sanzhi
5840,1933,1027,,1027,,pfv,,,,ссимкь баркьий,,,,,,,,,,,,,,,,,sanzhi
5841,1934,1027,,1027,,ipfv,aux,,,ссимкь биркьий,,,,,,,,,,,,,,,,,sanzhi
5842,1935,1210,,1027,,ipfv,,,,ссимкь бик1вий,,,,,,,,,,,,,,,,,sanzhi
5843,1936,1028,,1028,,,,,,нергъ,,,,,,,,,,,,,,,,,sanzhi
5844,1937,1029,,1029,,,,,,хъяшша,,,,,,,,,,,,,,,,,sanzhi
5845,1938,1030,,1030,,ipfv,,,,урух бик1вий,,,,,,,,,,,,,,,,,sanzhi
5846,1939,1211,,1030,,ipfv,,,,урух бирхвий,,,,,,,,,,,,,,,,,sanzhi
5847,1940,1211,,1030,,pfv,aux,,,урух бихвий,,,,,,,,,,,,,,,,,sanzhi
5848,1941,1031,,1031,,pfv,,,,урк1 агъий,,,,,,,,,,,,,,,,"This refers to a moment, like when a person makes a sound, etc.",sanzhi
5849,1942,1031,,1031,,ipfv,aux,,,урк1 игъий,,,,,,,,,,,,,,,,,sanzhi
5850,1943,1212,,1031,,pfv,,,,урух баркьий,,,,,,,,,,,,,,,,,sanzhi
5851,1944,1212,,1031,,ipfv,aux,,,урух биркьий,,,,,,,,,,,,,,,,,sanzhi
5852,1945,1032,,1032,,pfv,,,,дик1ар баркьий,,,,,,,,,,,,,,,,,sanzhi
5853,1946,1032,,1032,,ipfv,aux,,,дик1ар биркьий,,,,,,,,,,,,,,,,,sanzhi
5854,1947,1033,,1033,,pfv,,,,бирг1ий,,,,,,,,,,,,,,,,No aspectual distinction.,sanzhi
5855,1948,1033,,1033,,ipfv,aux,,,бирг1ий,,,,,,,,,,,,,,,,,sanzhi
5856,1949,1213,,1033,,pfv,,,,ссунк бурсий,,,,врать,to lie,,,,,,,,,,,,sanzhi
5857,1950,1213,,1033,,ipfv,aux,,,ссункал ухьий,,,,,,,,,,,,,,,,,sanzhi
5858,1951,1034,,1034,,,,,,г1ях1(це),,,,,,,,,,,,,,,,,sanzhi
5859,1952,1035,,1035,,,,,,вагьи(це),,,,,,,,,,,,,,,,,sanzhi
5860,1953,1036,,1036,,pfv,,,,гап баркьий,,,,,,,,,,,,,,,,,sanzhi
5861,1954,1036,,1036,,ipfv,aux,,,гап биркьий,,,,,,,,,,,,,,,,,sanzhi
5862,1955,1037,,1037,,,,,,къугъа(це),,,,,,,,,,,,,,,,This is used more often than the other one.,sanzhi
5863,1956,1214,,1037,,,,,x,ччакква(це),,,,,,,,,,,,,,,,,sanzhi
5864,1957,1038,,1038,,,,,,дибягъ(це),,,,,,,,,,,,,,,,,sanzhi
5865,1958,1039,,1039,,,,,,кьиркьир(це),,,,,,,,,,,,,,,,,sanzhi
5866,1959,1040,,1040,,,,,,духху(це),,,,,,,,,,,,,,,,,sanzhi
5867,1960,1041,,1041,,ipfv,,,,пикри булхъий,pikri bulqij,,,,,,,,,,,,,,,,sanzhi
5868,1961,1041,,1041,,pfv,aux,,,пикри бухъий,pikri buqij,,,,,,,,,,,,,,,,sanzhi
5869,1962,1042,,1042,,ipfv,,,,бихчи аржий,,,,,,,,,,,,,,,,,sanzhi
5870,1963,1042,,1042,,pfv,aux,,,бихчи ажий,,,,,,,,,,,,,,,,,sanzhi
5871,1964,1215,,1042,,ipfv,,,,биххий,,,,,,,,,,,,,,,,,sanzhi
5872,1965,1215,,1042,,pfv,aux,,,биххий,,,,,,,,,,,,,,,,,sanzhi
5873,1966,1043,,1043,,pfv,,,,аргъий,,,,,,,,,,,,,,,,,sanzhi
5874,1967,1043,,1043,,ipfv,aux,,,иргъий,,,,,,,,,,,,,,,,,sanzhi
5875,1968,1044,,1044,,ipfv,,,,балхий,balχij,,,,,,,,,,,,,,,,sanzhi
5876,1969,1044,,1044,,pfv,aux,,,бахий,baχij,,,,,,,,,,,,,,,,sanzhi
5877,1970,1045,,1045,,ipfv,,,,бирхвий,,,,,,,,,,,,,,,,,sanzhi
5878,1971,1045,,1045,,pfv,aux,,,бихвий,,,,,,,,,,,,,,,,,sanzhi
5879,1972,1046,,1046,,,,,,абдал(це),,,,,,,,,,,,,,,,,sanzhi
5880,1973,1047,,1047,,,,,,абдал(це),,,,,,,,,,,,,,,,,sanzhi
5881,1974,1216,,1047,,,,,,бях1(це),,,,,,,,,,,,,,,,,sanzhi
5882,1975,1048,,1048,,pfv,,,,бурсси баркьий,,,,,,,,,,,,,,,,,sanzhi
5883,1976,1048,,1048,,ipfv,aux,,,бурсси биркьий,,,,,,,,,,,,,,,,,sanzhi
5884,1977,1049,,1049,,ipfv,,,,гьан бирчий,,,,,,,,,,,,,,,,,sanzhi
5885,1978,1049,,1049,,pfv,aux,,,гьан бичий,,,,,,,,,,,,,,,,,sanzhi
5886,1979,1050,,1050,,pfv,,,,хъумертий,,,,,,,,,,,,,,,,,sanzhi
5887,1980,1050,,1050,,ipfv,aux,,,хъумуртий,,,,,,,,,,,,,,,,,sanzhi
5888,1981,1051,,1051,,pfv,,,,бахахъий,,,,,,,,,,,,,,,,This can be something like 'explain the day'.,sanzhi
5889,1982,1051,,1051,,ipfv,aux,,,балхахъий,,,,,,,,,,,,,,,,,sanzhi
5890,1983,1217,,1051,,pfv,,,,аргъахъий,,,,,,,,,,,,,,,,"This refers to cognitive activities, i.e. explain such that somebody understands.",sanzhi
5891,1984,1217,,1051,,ipfv,aux,,,иргъахъий,,,,,,,,,,,,,,,,,sanzhi
5892,1985,1052,,1052,,,,,,э,,,,,,,,,,,,,,,,,sanzhi
5893,1986,1053,,1053,,,,,,акку,,,,,,,,,,,,,,,,,sanzhi
5894,1987,1218,,1053,,,,,,уъу,,,,,,,,,,,,,,,,,sanzhi
